ID,Upvotes
366953,210.80275730515123
71864,106.61266725673673
141692,47.895016368147054
316833,36.83898074516324
440445,284.76516804163214
3514,29.36051446763949
331420,9.406296601672011
406540,74.9992974802258
227379,64.9313911165577
331687,28.018447829703945
32784,25.551269579701227
470377,62.71407543444178
338103,37.287085521222394
29883,233.02920844442696
218228,56.764062600336075
70945,355.86989472034486
14328,41.178779705196376
259947,113.26804019969117
346378,483.3084478357107
384621,41.25211995584394
425418,39.31235958944441
131224,118.0951559211949
365408,14.68152301272687
218626,1.4213518810714447
331722,49.77521997472826
310969,29.95285521653696
307391,149.56945808025105
14072,239.85474621047135
238694,38.416184790501944
213841,28.98889887864206
165258,118.20623471430645
123606,21.633862393239582
214062,58.26286127210753
279450,414.0379390439864
178546,26.76948767053824
358455,30.75822996995484
386308,2.042951659421419
155592,48.18462411319791
200090,44.21684433298884
127308,29.30698676787955
449766,72.17992583373794
223688,502.5553527626728
442443,0.26179390334843333
451259,405.56881040142855
87024,2.049327451629182
207529,193.29812851321824
196568,40.056291532459824
38258,159.14300157400302
387275,25.504496192595155
86152,3.2381720292522402
302142,214.77162787692012
401268,487.0432351596578
307187,37.68385062398474
252388,38.45433507330074
844,6.593030802142863
105707,30.876845041764312
230309,282.09413291315343
362573,62.09509108870597
173751,97.55142219265045
349049,39.374362958812185
310466,36.17187914427777
205786,127.08677619362831
208358,64.73603855650327
440214,31.29383503185781
41343,41.37997193081614
427741,215.05663620701256
355001,67.9677785095239
137708,44.55249318919584
146326,333.6339984645102
220889,31.980503145600238
205742,1519.002941618483
28737,23.69203463855473
292474,34.71957384678208
349149,21.970359247991667
46230,20.373004985802964
303160,72.86590654022527
292638,69.78345218855421
210116,9.137855632438175
55900,21.778933740251716
91135,41.31135715202984
452177,230.0352098303681
170628,39.1129376181309
237099,33.28092273057945
166022,11.050636099490532
175687,53.77513734087958
392847,0.4255400470950974
454964,26.042666009492706
259259,11.112688549566201
289148,209.22511430893863
311134,30.87294385310969
62551,708.5068733831902
336258,22.435141559219545
468049,36.12194176835237
22189,49.317863820333656
264888,39.915804391867056
451615,253.61475894672242
85004,45.348785823662865
375246,91.7601204116236
60204,33.116913310334866
126097,21.115341622550318
182425,4695.695489797353
449937,73.168369827595
442637,8396.687385380716
378184,38.10128689026078
357584,314.6596347605131
383054,33.19150406027288
299871,42.918316035989164
152764,18.235618409435972
22064,33.03250599709597
416791,13.804855743157873
440686,96.19409410626815
44537,39.69834568063342
80203,39.1931459503061
81726,23.56074021686905
440068,260.3698873300686
109276,46.44151119167583
120567,38.240495027973
169520,110.73601208796535
84443,33.38791239157854
139139,56.42997548558819
346145,18.21909180184187
75219,42.235159509393725
244042,52.20836135222132
6992,30.97298292163211
337741,1.937898673917573
20091,825.1592683738494
420761,80.71059217903993
101501,20.434332850851774
408598,955.2343732505483
306979,2.716416194142795
50260,11.683641684713251
21088,3.372516237538747
462951,20.04913982416062
196903,35.59514821686784
155361,151.83792677586314
51756,28.31325517788119
192022,24.595250233569516
384071,0.5289330919477209
173305,734.4234683021955
56449,19.832030016339246
172164,29.717292564842097
341063,60.8030393596091
431990,28.59417589895648
342757,111.72777406735838
335181,25.268813910905493
121613,23.813636058162274
40216,78.20348499916466
116940,7.163781540128838
351719,3.4560554613971988
436421,39.57541401513018
173164,38.87549125383734
362350,14.793432232715816
357892,351.36124801854857
335957,59.736066822786796
192010,20.641130244280248
407412,17.512156008575687
19359,2.036104228208586
82078,19.663482321587082
375709,2237.9071562974104
122137,23.429470565015208
